pl_total,usable_ace,dealer_up,pair_rank,num_cards,after_split,splits_done,split_aces,can_double,can_split,action,q,n
18,0,6,9,2,0,0,0,1,1,hit,-0.698962,289
18,0,6,9,2,0,0,0,1,1,stand,0.341758,3561
12,1,7,A,2,0,0,0,1,1,double,-0.199234,261
12,1,7,A,2,0,0,0,1,1,split,0.463815,3717
12,1,7,A,2,0,0,0,1,1,hit,0.006410,312
12,1,7,A,2,0,0,0,1,1,stand,-0.468635,271
10,0,9,5,2,0,0,0,1,1,double,0.168376,3706
10,0,9,5,2,0,0,0,1,1,hit,-0.019293,311
10,0,9,5,2,0,0,0,1,1,split,-0.585455,275
10,0,9,5,2,0,0,0,1,1,stand,-0.558912,331
12,0,3,6,2,0,0,0,1,1,split,-0.202168,1568
12,0,3,6,2,0,0,0,1,1,stand,-0.257909,1865
12,0,3,6,2,0,0,0,1,1,hit,-0.275813,707
12,0,3,6,2,0,0,0,1,1,double,-0.415842,303
12,0,6,6,2,0,0,0,1,1,hit,-0.295139,288
12,0,6,6,2,0,0,0,1,1,split,0.096559,3749
12,0,6,6,2,0,0,0,1,1,double,-0.374558,283
12,0,6,6,2,0,0,0,1,1,stand,-0.152672,262
4,0,6,2,2,0,0,0,1,1,hit,-0.133803,284
4,0,6,2,2,0,0,0,1,1,stand,-0.139932,293
4,0,6,2,2,0,0,0,1,1,split,0.190504,3391
4,0,6,2,2,0,0,0,1,1,double,-0.133333,480
8,0,2,4,2,0,0,0,1,1,hit,-0.066494,3474
8,0,2,4,2,0,0,0,1,1,stand,-0.241877,277
8,0,2,4,2,0,0,0,1,1,double,-0.302158,278
8,0,2,4,2,0,0,0,1,1,split,-0.179348,552
6,0,9,3,2,0,0,0,1,1,stand,-0.571059,387
6,0,9,3,2,0,0,0,1,1,hit,-0.382242,3435
6,0,9,3,2,0,0,0,1,1,double,-1.284133,271
6,0,9,3,2,0,0,0,1,1,split,-0.386364,308
16,0,5,8,2,0,0,0,1,1,split,0.231783,3719
16,0,5,8,2,0,0,0,1,1,hit,-0.568182,308
16,0,5,8,2,0,0,0,1,1,stand,-0.173502,317
16,0,5,8,2,0,0,0,1,1,double,-0.917241,290
4,0,7,2,2,0,0,0,1,1,split,-0.049765,3617
4,0,7,2,2,0,0,0,1,1,stand,-0.485915,284
4,0,7,2,2,0,0,0,1,1,hit,-0.259740,308
4,0,7,2,2,0,0,0,1,1,double,-1.040000,275
8,0,6,4,2,0,0,0,1,1,double,0.148315,445
8,0,6,4,2,0,0,0,1,1,stand,-0.120301,266
8,0,6,4,2,0,0,0,1,1,hit,-0.065831,319
8,0,6,4,2,0,0,0,1,1,split,0.126575,3413
14,0,A,7,2,0,0,0,1,1,double,-0.963504,274
14,0,A,7,2,0,0,0,1,1,stand,-0.682759,290
14,0,A,7,2,0,0,0,1,1,split,-0.670330,273
14,0,A,7,2,0,0,0,1,1,hit,-0.463025,2380
10,0,7,5,2,0,0,0,1,1,stand,-0.527157,313
10,0,7,5,2,0,0,0,1,1,double,0.412949,3676
10,0,7,5,2,0,0,0,1,1,split,-0.440729,329
10,0,7,5,2,0,0,0,1,1,hit,0.029900,301
12,1,6,A,2,0,0,0,1,1,stand,-0.075342,292
12,1,6,A,2,0,0,0,1,1,hit,0.098039,306
12,1,6,A,2,0,0,0,1,1,double,0.108844,294
12,1,6,A,2,0,0,0,1,1,split,0.644658,3650
14,0,8,7,2,0,0,0,1,1,double,-0.764045,267
14,0,8,7,2,0,0,0,1,1,split,-0.409812,693
14,0,8,7,2,0,0,0,1,1,hit,-0.383615,3308
14,0,8,7,2,0,0,0,1,1,stand,-0.485342,307
12,0,4,6,2,0,0,0,1,1,double,-0.330935,278
12,0,4,6,2,0,0,0,1,1,split,0.022032,3631
12,0,4,6,2,0,0,0,1,1,hit,-0.250909,275
12,0,4,6,2,0,0,0,1,1,stand,-0.170418,311
